Id_BoletaApp;LLAVEV;CODIGO_PCD;ID_AE;ID_UGM;ID_VIVIENDA;PCDUGM;RESUL_ENTREVISTA_VIV;V01_TIPO_VIVIENDA;V02_OCUPACION_VIVIENDA;H01A_TOTAL_RESIDENTES_HAB;H01B_TOTAL_HOMBRES_RESIDENTES_HAB;H01C_TOTAL_MUJERES_RESIDENTES_HAB
62a0a392e7e0486a45a01ee3;11203017003A01;11203;017;003;A01;11203003;1;1;1;1;0;1
62a0ad4d2aa6e843ab7d57a8;11905020179A07;11905;020;179;A07;11905179;1;1;1;1;0;1
62a0afd22aa6e8130f7d57b8;11905020179A05;11905;020;179;A05;11905179;1;1;1;1;0;1
62a0b1b4e7e0481572a01f17;11911006044001;11911;006;044;001;11911044;1;1;1;1;0;1
62a0b3cd740a98934a88b074;10901023067001;10901;023;067;001;10901067;1;1;1;1;0;1
62a0b640319b3b58ff9cd188;11205008025001;11205;008;025;001;11205025;1;1;1;1;1;0
62a0b7cb94a65388deeae024;11203008020003;11203;008;020;003;11203020;1;1;1;1;0;1
62a0b953319b3b33759cd1b4;30205004056001;30205;004;056;001;30205056;1;1;1;1;1;0
62a0bab9a0f47eaaea0ed028;10901023067A02;10901;023;067;A02;10901067;1;1;1;1;0;1
62a0bb499db5104fbe0f57ca;41003029158001;41003;029;158;001;41003158;1;14;1;1;1;0
62a0bc71a6b10c5b2eebdcfc;11205008025A08;11205;008;025;A08;11205025;1;1;1;1;0;1
62a0bcd0151a08d9cf7843eb;10901023067003;10901;023;067;003;10901067;1;1;1;1;1;0
62a0bfa7a0f47e195e0ed07f;11905018181A09;11905;018;181;A09;11905181;1;1;1;1;0;1
62a0bfe3e7e0482fb1a01ff0;11205008025A09;11205;008;025;A09;11205025;1;1;1;1;0;1
62a0c077319b3b37589cd22d;41003028166A14;41003;028;166;A14;41003166;1;14;1;1;1;0
62a0c28294a6530926eae0e7;20113010052A06;20113;010;052;A06;20113052;1;2;1;1;1;0
62a0c42abdf3082e8d2f7550;21304012020003;21304;012;020;003;21304020;1;1;1;1;1;0
62a0c472a6b10cf27aebdd9e;10901023067A03;10901;023;067;A03;10901067;1;1;1;1;0;1
62a0c47694a653facfeae115;41003028166A01;41003;028;166;A01;41003166;3;14;1;1;0;1
62a0c70c2aa6e84d6a7d5931;11205008025A13;11205;008;025;A13;11205025;1;1;1;1;1;0
62a0c94a94a6531bc1eae18f;41003030147001;41003;030;147;001;41003147;3;14;1;1;0;1
62a0cabda0f47e13e60ed170;10302061137009;10302;061;137;009;10302137;3;14;1;1;0;1
62a0cae0319b3b221e9cd313;11205008025007;11205;008;025;007;11205025;1;1;1;1;1;0
62a0d2c42aa6e8f7b97d5a64;60106007050001;60106;007;050;001;60106050;1;1;1;1;1;0
62a0d435bdf3080a662f76f5;20605004021001;20605;004;021;001;20605021;1;1;1;1;0;1
62a0d5c69db51023d90f5a38;60106007050A02;60106;007;050;A02;60106050;1;1;1;1;0;1
62a0d7dc151a080dab78469f;10603001027A01;10603;001;027;A01;10603027;1;1;1;1;1;0
62a0d867e7e048031ba0228a;10603001027002;10603;001;027;002;10603027;1;1;1;1;1;0
62a0d868319b3b33c99cd494;50501001109A02;50501;001;109;A02;50501109;1;1;1;1;0;1
62a0d91294a6530fe7eae34c;21011015068A04;21011;015;068;A04;21011068;3;14;1;1;1;0
62a0d9462aa6e86bab7d5b4e;11205008025A07;11205;008;025;A07;11205025;1;1;1;1;0;1
62a0da06151a0808c67846e9;50701021017001;50701;021;017;001;50701017;1;14;1;1;1;0
62a0daff740a9884f288b42f;20202002009A01;20202;002;009;A01;20202009;1;1;1;1;0;1
62a0db76740a98068588b43e;11205008025A10;11205;008;025;A10;11205025;1;1;1;1;0;1
62a0dc93319b3b0a4b9cd520;20804016021002;20804;016;021;002;20804021;1;1;1;1;1;0
62a0df6b740a98f29b88b4c8;70503012120004;70503;012;120;004;70503120;1;1;1;1;1;0
62a0dff2bdf308b3712f7883;60603012009A01;60603;012;009;A01;60603009;1;1;1;1;0;1
62a0e024319b3b7b0f9cd59e;20202002011002;20202;002;011;002;20202011;1;1;1;1;1;0
62a0e04ca0f47e7d130ed40e;11205008025A11;11205;008;025;A11;11205025;1;1;1;1;1;0
62a0e1dca6b10c8696ebe113;11205008025A12;11205;008;025;A12;11205025;1;1;1;1;0;1
62a0e45ea0f47e94b10ed47e;11205008025A02;11205;008;025;A02;11205025;1;1;1;1;0;1
62a0e463740a98184f88b57c;20202002011003;20202;002;011;003;20202011;1;1;1;1;1;0
62a0e518e7e048e819a0243b;11911006044009;11911;006;044;009;11911044;1;1;1;1;0;1
62a0e61f740a98b5c188b5b4;11205008025014;11205;008;025;014;11205025;1;1;1;1;0;1
62a0e6a42aa6e866527d5cf5;70102014132A01;70102;014;132;A01;70102132;1;14;1;1;1;0
62a0e8c8a0f47e43210ed4f9;21102002016A17;21102;002;016;A17;21102016;1;1;1;1;0;1
62a0e9892aa6e868cc7d5d38;11205008025A14;11205;008;025;A14;11205025;1;1;1;1;0;1
62a0ebb5e7e048a5d1a024e8;11205008025A03;11205;008;025;A03;11205025;1;1;1;1;0;1
62a0ee71a0f47e7b1e0ed587;11205008025A15;11205;008;025;A15;11205025;1;1;1;1;1;0
62a0efaae7e0480584a02543;70102014132007;70102;014;132;007;70102132;1;14;1;1;1;0
62a0f043e7e048dd18a02550;20804016021006;20804;016;021;006;20804021;1;1;1;1;1;0
62a0f10c9db51039080f5d32;21102002016A05;21102;002;016;A05;21102016;1;1;1;1;1;0
62a0f245a0f47e6b4f0ed5dc;11205008025A16;11205;008;025;A16;11205025;1;1;1;1;1;0
62a0f6e594a6532885eae65c;11205008025019;11205;008;025;019;11205025;1;1;1;1;0;1
62a0f760e7e04873fba025f2;10904016013A01;10904;016;013;A01;10904013;1;3;1;1;1;0
62a0f93d94a653abd3eae6a8;10106009080A09;10106;009;080;A09;10106080;1;1;1;1;1;0
62a0f950a6b10c94daebe344;60703003157A01;60703;003;157;A01;60703157;1;1;1;1;1;0
62a0fc98a0f47e1f440ed717;21004030010002;21004;030;010;002;21004010;4;14;1;1;1;0
62a0fe2494a6537715eae74f;60201030017A01;60201;030;017;A01;60201017;1;1;1;1;0;1
62a10139bdf30887b62f7c4c;50806005030002;50806;005;030;002;50806030;1;1;1;1;1;0
62a102f2bdf308add02f7c88;21004030010A02;21004;030;010;A02;21004010;4;14;1;1;1;0
62a105d494a653616feae88f;30101015159001;30101;015;159;001;30101159;4;14;1;1;1;0
62a1079f94a65339d0eae8f0;10602003005A11;10602;003;005;A11;10602005;1;1;1;1;1;0
62a108faa0f47e75410ed938;21304010080021;21304;010;080;021;21304080;1;1;1;1;0;1
62a10b2b94a653bf70eae9a7;21304010080022;21304;010;080;022;21304080;1;1;1;1;0;1
62a10b2dbdf3089e6b2f7df6;10602003005A07;10602;003;005;A07;10602005;1;1;1;1;0;1
62a10b4c740a98fe6388ba55;60701017100A08;60701;017;100;A08;60701100;1;1;1;1;1;0
62a10c15bdf30807352f7e1b;50501001109A16;50501;001;109;A16;50501109;1;1;1;1;0;1
62a10cf0319b3b64db9cdb6b;60703003157001;60703;003;157;001;60703157;1;1;1;1;1;0
62a10d10e7e048694da02972;60704013120001;60704;013;120;001;60704120;3;14;1;1;0;1
62a10de89db51072640f6158;51003005001A02;51003;005;001;A02;51003001;1;14;1;1;0;1
62a11002151a0847db784dfb;10602003005A08;10602;003;005;A08;10602005;1;1;1;1;0;1
62a110a8a6b10cc62debe718;51003005001A01;51003;005;001;A01;51003001;1;14;1;1;1;0
62a111b2e7e0483a5ba02a45;60701022131A06;60701;022;131;A06;60701131;1;1;1;1;0;1
62a112bebdf308bd642f7f39;10602003005A05;10602;003;005;A05;10602005;1;1;1;1;1;0
62a11571151a08d531784ef1;50501001109A21;50501;001;109;A21;50501109;1;1;1;1;0;1
62a11606319b3b919d9cdcd2;10602003005A12;10602;003;005;A12;10602005;1;1;1;1;1;0
62a11933151a085dc2784f6c;10703003009A14;10703;003;009;A14;10703009;1;1;1;1;1;0
62a1195ca0f47ee8330edbf8;50501001109006;50501;001;109;006;50501109;1;1;1;1;0;1
62a11aab9db510c4890f6353;51003005001A07;51003;005;001;A07;51003001;1;14;1;1;0;1
62a11b019db5107d3f0f635e;70501016135A08;70501;016;135;A08;70501135;1;1;1;1;0;1
62a11d0ca0f47e22790edc73;41003028166001;41003;028;166;001;41003166;4;14;1;1;1;0
62a11d90a6b10c2c0eebe912;60701022131A04;60701;022;131;A04;60701131;1;1;1;1;0;1
62a11ddaa0f47e927b0edc8a;50501001109A28;50501;001;109;A28;50501109;1;1;1;1;0;1
62a11faa151a08fa4a785037;51003005001A03;51003;005;001;A03;51003001;1;14;1;1;0;1
62a1202c151a088205785042;10602003005A04;10602;003;005;A04;10602005;1;1;1;1;0;1
62a120ca94a6534f2deaeccc;50501001109A06;50501;001;109;A06;50501109;1;1;1;1;1;0
62a1232e2aa6e8b2647d6536;10602003005A13;10602;003;005;A13;10602005;1;1;1;1;0;1
62a12344151a08bfd9785081;41003030147A05;41003;030;147;A05;41003147;3;14;1;1;1;0
62a123d6740a9851ef88bdb5;41003028166008;41003;028;166;008;41003166;4;14;1;1;0;1
62a127849db51014d80f647e;51003005001A06;51003;005;001;A06;51003001;1;14;1;1;0;1
62a129b294a65373adeaed6b;51003005001A04;51003;005;001;A04;51003001;1;14;1;1;0;1
62a12af4740a9828a888be1d;11205008025023;11205;008;025;023;11205025;1;1;1;1;0;1
62a12b97bdf3085f512f8211;50501001109A33;50501;001;109;A33;50501109;1;1;1;1;1;0
62a12d3fbdf308e2f62f8229;30512009009003;30512;009;009;003;30512009;1;1;1;1;1;0
62a1342ca0f47eff5e0eddd0;21013038027A01;21013;038;027;A01;21013027;1;14;1;1;0;1
62a148a294a6534193eaedf3;51003005001A05;51003;005;001;A05;51003001;1;14;1;1;0;1
62a14b5be7e0480a1fa02da8;60201016141A12;60201;016;141;A12;60201141;1;1;1;1;0;1
62a14b5f9db510fc5f0f6521;60201016141002;60201;016;141;002;60201141;1;1;1;1;1;0
62a14e19bdf3081d032f828f;30512003014004;30512;003;014;004;30512014;1;1;1;1;0;1
62a17c139db510a47a0f6552;60701024143A01;60701;024;143;A01;60701143;1;1;1;1;0;1
62a1f6512aa6e81c617d6680;11205008025A01;11205;008;025;A01;11205025;1;1;1;1;0;1
62a1f6a6a6b10c4080ebeafb;11205008025008;11205;008;025;008;11205025;1;1;1;1;1;0
62a1f6afa0f47e9f940ede66;11205008025020;11205;008;025;020;11205025;1;1;1;1;1;0
62a1f6b6a0f47ec63c0ede67;11205008025021;11205;008;025;021;11205025;1;1;1;1;0;1
62a1f6b9a0f47e727e0ede68;11205008025022;11205;008;025;022;11205025;1;1;1;1;1;0
62a1fac2e7e0486b65a02e26;11911008035022;11911;008;035;022;11911035;1;1;1;1;1;0
62a1fee1151a0852df785238;21205005007003;21205;005;007;003;21205007;1;1;1;1;0;1
62a1fef3a6b10c0efbebeb4e;70102019065003;70102;019;065;003;70102065;1;14;1;1;1;0
62a1ff00a0f47e56980edebb;70402004015A17;70402;004;015;A17;70402015;1;14;1;1;0;1
62a200c0740a9819b788bf8a;60704013120006;60704;013;120;006;60704120;3;14;1;1;0;1
62a201119db5107ce40f6620;41003064031001;41003;064;031;001;41003031;4;14;1;1;1;0
62a20175740a9825d188bfa0;70402004015A19;70402;004;015;A19;70402015;1;14;1;1;0;1
62a20250740a98866388bfbc;30204006004011;30204;006;004;011;30204004;1;14;1;1;1;0
62a20360740a98395e88bfea;70402004015A21;70402;004;015;A21;70402015;1;14;1;1;1;0
62a203b294a65387b3eaef47;10109019526000;10109;019;526;000;10109526;1;1;1;1;0;1
62a204dda6b10c07afebebff;70603004014001;70603;004;014;001;70603014;3;14;1;1;1;0
62a2058ee7e048d67ea02f3c;11304018091A20;11304;018;091;A20;11304091;1;1;1;1;0;1
62a20616bdf30828902f8434;30204006004012;30204;006;004;012;30204004;1;14;1;1;1;0
62a206d69db5106bd50f66fc;21008016037A01;21008;016;037;A01;21008037;3;14;1;1;0;1
62a20779bdf3088f2d2f8477;70402004015L02;70402;004;015;L02;70402015;1;14;1;1;0;1
62a20891e7e04844bca02fd1;70402004015A22;70402;004;015;A22;70402015;1;14;1;1;1;0
62a208d69db5102f560f6769;70102008158B13;70102;008;158;B13;70102158;1;14;1;1;1;0
62a20af3740a98424488c173;10103020135A40;10103;020;135;A40;10103135;4;14;1;1;1;0
62a20b07bdf3080f3f2f854c;70402004015A18;70402;004;015;A18;70402015;1;14;1;1;1;0
62a20b2f740a98667588c180;60704013120007;60704;013;120;007;60704120;3;14;1;1;1;0
62a20b43319b3b75b49ce234;41002030082003;41002;030;082;003;41002082;1;1;1;1;1;0
62a20d36319b3bb22c9ce2c8;40101031045A04;40101;031;045;A04;40101045;1;1;1;1;0;1
62a20df4319b3bd5ed9ce2f8;21501011113004;21501;011;113;004;21501113;1;1;1;1;1;0
62a20e0a319b3b833b9ce2ff;70402004015A20;70402;004;015;A20;70402015;1;14;1;1;0;1
62a20f4794a6534d07eaf1c8;41002005072A01;41002;005;072;A01;41002072;1;1;1;1;0;1
62a20f87151a08a088785548;10804031112002;10804;031;112;002;10804112;4;14;1;1;1;0
62a20fd72aa6e84e077d6a19;60704013120008;60704;013;120;008;60704120;3;14;1;1;0;1
62a20fdca0f47e76320ee215;60701017084A21;60701;017;084;A21;60701084;1;1;1;1;0;1
62a210aca6b10c8980ebeebd;51103002045001;51103;002;045;001;51103045;1;1;1;1;0;1
62a210ed151a082d167855ab;41002005072A02;41002;005;072;A02;41002072;1;1;1;1;0;1
62a211de319b3b269b9ce3f2;70402004015A13;70402;004;015;A13;70402015;1;14;1;1;1;0
62a213c89db510c15c0f6a48;70402004015A14;70402;004;015;A14;70402015;1;14;1;1;1;0
62a21553319b3bebed9ce4e5;50307010066004;50307;010;066;004;50307066;1;1;1;1;0;1
62a21561740a98114d88c442;60701017084A08;60701;017;084;A08;60701084;1;1;1;1;1;0
62a215b2a6b10c7062ebf01e;70402004015010;70402;004;015;010;70402015;4;14;1;1;1;0
62a216b8a6b10c67c0ebf064;21501011113A04;21501;011;113;A04;21501113;1;1;1;1;1;0
62a217e5151a0807237857ac;10313039075001;10313;039;075;001;10313075;1;14;1;1;1;0
62a218682aa6e817117d6c7f;51103002011001;51103;002;011;001;51103011;1;1;1;1;0;1
62a21910bdf308edfb2f893e;60704013120009;60704;013;120;009;60704120;1;14;1;1;0;1
62a2193f151a089e94785810;70402004015A23;70402;004;015;A23;70402015;1;14;1;1;0;1
62a21b1cbdf308663a2f89cf;70201030300A01;70201;030;300;A01;70201300;3;14;1;1;0;1
62a21c46740a9835ec88c634;70402004015A15;70402;004;015;A15;70402015;1;14;1;1;0;1
62a21c99319b3bc8509ce6f8;10203032198002;10203;032;198;002;10203198;1;2;1;1;0;1
62a21ce39db51010800f6cf7;60704013120010;60704;013;120;010;60704120;1;14;1;1;0;1
62a21d1e740a98dad888c66e;60701017084A05;60701;017;084;A05;60701084;1;1;1;1;1;0
62a21f8a9db51028f10f6dc1;70402004015A37;70402;004;015;A37;70402015;1;14;1;1;1;0
62a21f95e7e04859e8a03620;60105022110001;60105;022;110;001;60105110;1;1;1;1;0;1
62a21fe494a65386aeeaf692;30102005054028;30102;005;054;028;30102054;4;14;1;1;1;0
62a220022aa6e8d02d7d6ed5;10903033107A09;10903;033;107;A09;10903107;1;1;1;1;0;1
62a22261319b3bd6389ce8ab;11911012066011;11911;012;066;011;11911066;1;1;1;1;0;1
62a222d3a0f47ea1680ee784;70402004015A38;70402;004;015;A38;70402015;1;14;1;1;1;0
62a223672aa6e876e87d6fe3;60105022110002;60105;022;110;002;60105110;1;1;1;1;0;1
62a2262894a6538a27eaf863;41002005072003;41002;005;072;003;41002072;1;1;1;1;1;0
62a226a72aa6e806f87d70eb;50101109644021;50101;109;644;021;50101644;3;14;1;1;1;0
62a226ec151a08120c785c4b;70402004015015;70402;004;015;015;70402015;4;14;1;1;1;0
62a226f7151a0805e8785c4f;60105022110A01;60105;022;110;A01;60105110;1;1;1;1;1;0
62a22759151a08bc35785c72;60701017084A19;60701;017;084;A19;60701084;1;1;1;1;1;0
62a22783151a08ba0c785c7b;11902005119023;11902;005;119;023;11902119;1;1;1;1;0;1
62a22804a0f47e3e7e0ee91b;70402004015A16;70402;004;015;A16;70402015;1;14;1;1;0;1
62a2283c9db510e6400f7060;20110043095A01;20110;043;095;A01;20110095;4;14;1;1;1;0
62a22963740a98309588ca27;70402004015017;70402;004;015;017;70402015;3;14;1;1;1;0
62a22b92740a9842ee88cae2;70402004015018;70402;004;015;018;70402015;3;14;1;1;1;0
62a22c2d94a653fbd9eafa4c;60701017084A04;60701;017;084;A04;60701084;1;1;1;1;1;0
62a22cf0740a98186b88cb60;70402004015A24;70402;004;015;A24;70402015;1;14;1;1;0;1
62a22d32e7e048d40ca03a3c;41002005072A05;41002;005;072;A05;41002072;1;1;1;1;0;1
62a22d5594a653c146eafaab;41002005072A03;41002;005;072;A03;41002072;1;1;1;1;0;1
62a22de9e7e048b092a03a76;10103020144A09;10103;020;144;A09;10103144;4;14;1;1;1;0
62a22deb319b3b30dc9cec4d;60105022110004;60105;022;110;004;60105110;1;1;1;1;1;0
62a23014740a98583188cc30;21103003007020;21103;003;007;020;21103007;1;1;1;1;1;0
62a230ea319b3bdd419ced1f;60701017084A18;60701;017;084;A18;60701084;1;1;1;1;0;1
62a23301bdf308b0852f90f7;20304016008026;20304;016;008;026;20304008;1;1;1;1;1;0
62a2335fa0f47e4e700eec7d;21105003024A08;21105;003;024;A08;21105024;1;1;1;1;0;1
62a233979db510e5fb0f739c;60804012027001;60804;012;027;001;60804027;1;1;1;1;1;0
62a23521e7e0481c1aa03c53;41002005072006;41002;005;072;006;41002072;1;1;1;1;0;1
62a2354a2aa6e84edc7d74f6;21501011113A14;21501;011;113;A14;21501113;1;1;1;1;1;0
62a2355e319b3b78e29cee2d;10602003005A09;10602;003;005;A09;10602005;1;1;1;1;1;0
62a2367b151a08d0207860a6;60308005008009;60308;005;008;009;60308008;1;1;1;1;1;0
62a237bc740a9882c688cde4;21402001007A01;21402;001;007;A01;21402007;1;1;1;1;0;1
62a23808319b3b7d069ceeac;30305010050008;30305;010;050;008;30305050;1;1;1;1;1;0
62a240b2e7e04845e4a03e12;10103006050002;10103;006;050;002;10103050;1;14;1;1;1;0
62a2440f151a080ed378625f;21205005007010;21205;005;007;010;21205007;1;1;1;1;0;1
62a24ac4a6b10cc5a0ebfc57;70402004015A27;70402;004;015;A27;70402015;1;14;1;1;1;0
62a24adf9db510aad00f7723;41002005072007;41002;005;072;007;41002072;1;1;1;1;0;1
62a24b362aa6e8c5977d782f;11904014062A01;11904;014;062;A01;11904062;1;1;1;1;1;0
62a24ca9a0f47ea8260ef05a;10103033175038;10103;033;175;038;10103175;4;14;1;1;1;0
62a24ed52aa6e8b9b17d78e9;11501021013022;11501;021;013;022;11501013;1;14;1;1;1;0
62a24f21319b3bbbdc9cf238;70402004015A32;70402;004;015;A32;70402015;1;14;1;1;0;1
62a24fbd94a6533b4aeb010b;41002005072008;41002;005;072;008;41002072;1;1;1;1;1;0
62a24fd2740a98c46888d1ac;20110009033A01;20110;009;033;A01;20110033;4;14;1;1;1;0
62a250fde7e0486a57a040db;21002019138016;21002;019;138;016;21002138;3;14;1;1;1;0
62a252d39db510b6ea0f78fd;41002005072009;41002;005;072;009;41002072;1;1;1;1;0;1
62a25408319b3b495c9cf36f;30101013042047;30101;013;042;047;30101042;3;14;1;1;0;1
62a25680151a08dcf778664a;70402004015A41;70402;004;015;A41;70402015;1;14;1;1;1;0
62a2571e151a08193978667c;60302002039A12;60302;002;039;A12;60302039;1;1;1;1;1;0
62a259ecbdf308f37e2f9865;41002005072010;41002;005;072;010;41002072;1;1;1;1;0;1
62a25d8b151a083fc5786855;70102012137A12;70102;012;137;A12;70102137;1;14;1;1;0;1
62a25dffe7e0489f1fa04470;70501017099008;70501;017;099;008;70501099;1;1;1;1;0;1
62a25e3e9db510858e0f7c34;10103006073A01;10103;006;073;A01;10103073;1;14;1;1;1;0
62a25e71319b3b7a979cf64b;10103006073006;10103;006;073;006;10103073;1;14;1;1;1;0
62a25fa8e7e0488d79a044ea;10103006073001;10103;006;073;001;10103073;1;14;1;1;1;0
62a25fe2bdf308eca22f9a11;10103006073011;10103;006;073;011;10103073;1;14;1;1;1;0
62a260d92aa6e80d257d7dba;41002005072011;41002;005;072;011;41002072;1;1;1;1;0;1
62a261a69db51027d10f7d0e;70101119333002;70101;119;333;002;70101333;4;1;2;0;0;0
62a261b7319b3b24d09cf738;70402004015023;70402;004;015;023;70402015;3;14;1;1;1;0
62a26231bdf30874472f9aa5;70101119333003;70101;119;333;003;70101333;4;1;2;0;0;0
62a2625a740a98fc4588d6a7;10103006073007;10103;006;073;007;10103073;1;14;1;1;1;0
62a262cb2aa6e8b43f7d7e35;60603009010013;60603;009;010;013;60603010;1;1;1;1;1;0
62a2640194a653431deb06b6;70402004015A50;70402;004;015;A50;70402015;1;14;1;1;1;0
62a26406e7e04833caa04601;11901077121013;11901;077;121;013;11901121;4;14;1;1;0;1
62a265e994a6537794eb073c;10103006051008;10103;006;051;008;10103051;1;14;1;1;1;0
62a265f0a0f47e9abc0ef6c0;50501001109A05;50501;001;109;A05;50501109;1;1;1;1;0;1
62a26628bdf3080c932f9baf;70402004015025;70402;004;015;025;70402015;3;14;1;1;0;1
62a2671a740a98c3f288d7dc;50701008003004;50701;008;003;004;50701003;4;14;1;1;1;0
62a26771740a9885a888d7ee;41001005050033;41001;005;050;033;41001050;4;14;1;1;0;1
62a26cd5319b3b24c09cf9d8;21501011113A16;21501;011;113;A16;21501113;1;1;1;1;1;0
62a26d80151a08ed9a786c38;70101122487A24;70101;122;487;A24;70101487;4;1;2;0;0;0
62a26dee2aa6e8c3a37d80bd;21401027181001;21401;027;181;001;21401181;3;14;1;1;0;1
62a26ea0740a98320488d95a;10301057045A01;10301;057;045;A01;10301045;4;14;1;1;0;1
62a27f362aa6e874757d826e;60502014092005;60502;014;092;005;60502092;1;1;1;1;1;0
62a28335a0f47ee4a30efa1e;60307002014001;60307;002;014;001;60307014;1;1;1;1;0;1
62a2833dbdf3080b4f2f9f08;60307002014007;60307;002;014;007;60307014;1;1;1;1;1;0
62a28347a0f47ef8b40efa1f;60307002014009;60307;002;014;009;60307014;1;1;1;1;1;0
62a28c0b2aa6e87a0c7d82ae;10107009027B08;10107;009;027;B08;10107027;1;1;1;1;0;1
62a29f09a6b10c004cec0760;51003005001003;51003;005;001;003;51003001;1;14;1;1;1;0
62a2a05c2aa6e825877d82e5;21504009014015;21504;009;014;015;21504014;1;1;1;1;0;1
62a2c363319b3b87b89cfc6b;60103002063001;60103;002;063;001;60103063;1;1;1;1;0;1
62a3172c319b3ba8009cfc77;70102011124002;70102;011;124;002;70102124;1;14;1;1;1;0
62a340d3319b3bc3af9cfc96;10108017067004;10108;017;067;004;10108067;1;4;1;1;0;1
62a340d5a0f47e5d880efadc;10108017067005;10108;017;067;005;10108067;1;1;1;1;0;1
62a340d89db510abb80f828c;11605004050001;11605;004;050;001;11605050;1;1;1;1;1;0
62a34295a6b10ce3f2ec07c3;70204016059A09;70204;016;059;A09;70204059;1;1;1;1;1;0
62a348222aa6e894a57d8355;70201043410002;70201;043;410;002;70201410;1;14;1;1;1;0
62a34e1da0f47e62050efb41;30504011054001;30504;011;054;001;30504054;1;1;1;1;0;1
62a34ec9e7e048223ba04b30;10103014123A19;10103;014;123;A19;10103123;4;14;1;1;1;0
62a3541fa0f47e50960efbfe;21306007023001;21306;007;023;001;21306023;3;14;1;1;0;1
62a35459740a98010f88dcc1;11004021002A12;11004;021;002;A12;11004002;1;1;1;1;1;0
62a355dea0f47e72ca0efc5b;30101003035034;30101;003;035;034;30101035;4;14;1;1;1;0
62a355ee9db51056e30f8404;20101082032001;20101;082;032;001;20101032;3;14;1;1;1;0
62a35650151a0875ce787084;21001031041038;21001;031;041;038;21001041;4;14;1;1;0;1
62a356f22aa6e841007d84ba;10103006085001;10103;006;085;001;10103085;1;14;1;1;1;0
62a35729a6b10cc944ec097b;21001031041039;21001;031;041;039;21001041;4;14;1;1;0;1
62a357e7319b3b2a679cfe95;10103006085011;10103;006;085;011;10103085;1;14;1;1;1;0
62a35821e7e0483fc4a04cbf;70502020167A01;70502;020;167;A01;70502167;1;1;1;1;1;0
62a35825a0f47e0b150efce5;10103006085031;10103;006;085;031;10103085;1;14;1;1;1;0
62a35865319b3baad39cfeb2;20101082032002;20101;082;032;002;20101032;3;14;1;1;0;1
62a3593c94a6530933eb0db8;21201003011A04;21201;003;011;A04;21201011;1;1;1;1;1;0
62a359f1319b3b82509cff15;40504008097039;40504;008;097;039;40504097;1;1;1;1;0;1
62a35a44a6b10c65f7ec0a63;10103006085012;10103;006;085;012;10103085;1;14;1;1;1;0
62a35a7e740a983fa788de1f;10103006085021;10103;006;085;021;10103085;1;14;1;1;1;0
62a35aab94a6535af6eb0e24;10103006085041;10103;006;085;041;10103085;1;14;1;1;1;0
62a35b03319b3b14d19cff58;70102008158A04;70102;008;158;A04;70102158;1;14;1;1;0;1
62a35b15e7e0488a6ca04d8f;10103006085002;10103;006;085;002;10103085;1;14;1;1;1;0
62a35b82a6b10c2bf5ec0ab1;50501001109A10;50501;001;109;A10;50501109;1;1;1;1;1;0
62a35ba1319b3bd7bd9cff8c;70402004015027;70402;004;015;027;70402015;4;14;1;1;1;0
62a35bda740a985d9b88de85;10109054318004;10109;054;318;004;10109318;1;1;1;1;0;1
62a35c10151a087641787207;10103006085013;10103;006;085;013;10103085;1;14;1;1;1;0
62a35c17a6b10c6ed3ec0ae9;10103006085033;10103;006;085;033;10103085;1;14;1;1;1;0
62a35d2ce7e0483786a04e3a;10103006085022;10103;006;085;022;10103085;1;14;1;1;0;1
62a35d3e2aa6e874ad7d8672;10103006085042;10103;006;085;042;10103085;1;14;1;1;1;0
62a35d46319b3b85289cfffb;60103002063002;60103;002;063;002;60103063;1;1;1;1;1;0
62a35d8be7e048162ea04e57;10103006085003;10103;006;085;003;10103085;1;14;1;1;1;0
62a35e4994a653f464eb0f3b;60504016046A05;60504;016;046;A05;60504046;1;1;1;1;0;1
62a35ec3a6b10c0ad1ec0bba;10103006085043;10103;006;085;043;10103085;1;14;1;1;1;0
62a35ed0151a083ae77872d4;10103006085014;10103;006;085;014;10103085;1;14;1;1;0;1
62a35ee4740a98375288df6f;21401013206001;21401;013;206;001;21401206;1;14;1;1;0;1
62a35f5894a653ea9ceb0f8e;10103006085035;10103;006;085;035;10103085;1;14;1;1;1;0
62a36002319b3b82ba9d00d2;70402004015A56;70402;004;015;A56;70402015;1;14;1;1;0;1
62a360b6a6b10c4fd0ec0c60;10103006085037;10103;006;085;037;10103085;1;14;1;1;1;0
62a360e8a0f47e4c5d0eff68;60103002063A04;60103;002;063;A04;60103063;1;1;1;1;1;0
62a3651b9db510443a0f8848;60702018172001;60702;018;172;001;60702172;1;1;1;1;1;0
62a365bf740a98560388e1c1;70402004015029;70402;004;015;029;70402015;4;14;1;1;0;1
62a366e4151a088bfd787597;21306008001001;21306;008;001;001;21306001;4;14;1;1;0;1
62a36809bdf308159a2fa69f;60103002063A02;60103;002;063;A02;60103063;1;1;1;1;1;0
62a3682a151a088473787600;50101044007001;50101;044;007;001;50101007;4;14;1;1;0;1
62a369f6a0f47ed3080f0241;60103002063005;60103;002;063;005;60103063;1;1;1;1;0;1
62a36a80bdf308207b2fa77b;60806004039002;60806;004;039;002;60806039;1;1;1;1;1;0
62a36bc92aa6e8d0867d8b16;70402004015A31;70402;004;015;A31;70402015;1;14;1;1;1;0
